age,income,loan_amount,interest_rate,term_months,dti,delinquencies,credit_history_years,home_ownership,purpose,employment_length,default
48,62764.1,12423.82,11.78,60,13.94,0,11.0,OWN,debt_consolidation,5-10,0
36,56100.4,9812.66,6.28,36,21.11,0,13.9,OWN,debt_consolidation,5-10,0
26,69552.21,15412.44,13.71,36,6.86,0,6.0,MORTGAGE,debt_consolidation,1-3,1
53,75787.33,5824.3,10.92,36,25.21,0,14.6,MORTGAGE,credit_card,3-5,0
53,72169.03,18430.43,14.12,36,24.3,0,13.4,RENT,debt_consolidation,5-10,0
26,55714.5,24051.09,13.77,60,29.96,0,9.0,RENT,home_improvement,10+,0
34,23073.26,14366.37,9.57,36,10.55,0,6.2,RENT,other,5-10,0
32,50890.38,13378.81,14.53,36,20.08,0,8.9,RENT,major_purchase,5-10,0
53,68327.36,17987.52,10.01,60,9.22,1,7.0,OTHER,credit_card,10+,0
56,38191.05,1000.0,10.27,36,19.54,0,4.8,RENT,other,3-5,0
56,72625.49,19294.54,9.87,36,36.82,0,10.1,RENT,major_purchase,0-1,0
66,78167.87,39815.09,16.52,60,18.79,0,3.9,OWN,major_purchase,5-10,0
58,62537.34,14018.59,10.88,36,8.34,0,6.6,RENT,debt_consolidation,1-3,0
36,15000.0,14047.0,17.49,60,15.2,0,6.7,OWN,home_improvement,3-5,0
26,34438.23,20948.86,19.13,60,5.89,0,2.5,OTHER,debt_consolidation,5-10,0
51,97723.78,28162.66,9.05,60,9.04,0,10.6,MORTGAGE,debt_consolidation,3-5,0
65,49069.24,22799.74,5.0,36,28.71,1,7.1,OWN,debt_consolidation,1-3,0
68,20317.14,1000.0,16.18,60,7.54,0,13.2,MORTGAGE,home_improvement,3-5,0
32,84704.95,19507.19,10.63,36,25.12,0,7.0,MORTGAGE,debt_consolidation,1-3,0
32,60267.11,35575.44,8.54,60,22.26,0,6.4,RENT,credit_card,0-1,0
22,82098.81,19979.53,9.65,36,16.68,1,4.4,MORTGAGE,home_improvement,3-5,0
27,65539.17,5763.18,10.34,36,24.27,0,8.2,MORTGAGE,debt_consolidation,0-1,0
48,69171.18,17254.64,17.19,36,12.62,0,8.2,MORTGAGE,credit_card,10+,0
47,67260.18,4754.5,12.64,60,30.41,0,11.0,RENT,small_business,3-5,0
39,73949.77,24862.43,17.13,60,15.02,0,8.3,MORTGAGE,other,10+,0
36,105548.61,7352.94,13.98,36,18.14,0,16.4,MORTGAGE,small_business,10+,0
61,79420.13,15593.95,10.76,60,16.95,1,9.8,MORTGAGE,major_purchase,3-5,0
43,28393.21,8137.76,10.44,60,28.89,0,4.1,RENT,debt_consolidation,3-5,1
60,68933.23,10628.42,14.25,36,27.44,2,3.7,RENT,debt_consolidation,10+,0
68,82829.62,26889.21,15.28,36,0.0,0,10.1,MORTGAGE,credit_card,0-1,1
36,84054.02,15827.66,15.99,60,24.54,1,3.9,MORTGAGE,other,3-5,0
30,51467.9,10526.38,10.95,60,4.55,0,10.4,OTHER,debt_consolidation,1-3,1
67,83298.89,5838.18,12.7,60,18.59,0,11.6,OWN,debt_consolidation,5-10,0
52,78554.85,1000.0,14.34,60,20.92,1,11.7,RENT,major_purchase,5-10,0
35,111450.35,4989.75,10.46,60,18.48,0,4.5,MORTGAGE,credit_card,5-10,0
51,44999.97,15895.67,7.46,36,27.01,0,11.7,MORTGAGE,credit_card,3-5,0
46,49851.99,22841.87,8.77,60,29.2,0,9.3,OWN,small_business,3-5,0
65,53877.62,10517.19,11.04,36,14.27,0,5.6,MORTGAGE,credit_card,3-5,0
33,50195.56,27564.35,14.65,60,13.9,0,7.4,RENT,other,5-10,0
69,42199.59,9260.0,17.04,60,21.64,0,9.9,RENT,credit_card,10+,0
66,15000.0,13095.91,6.58,60,6.56,0,5.3,RENT,credit_card,1-3,0
29,51306.01,6363.39,9.61,36,17.23,1,9.2,RENT,debt_consolidation,1-3,0
29,67387.16,22926.09,10.57,36,35.48,0,13.8,MORTGAGE,credit_card,1-3,1
47,50135.56,31780.08,15.18,36,6.94,0,11.9,RENT,debt_consolidation,5-10,0
23,98707.62,1000.0,9.89,60,18.6,0,8.3,MORTGAGE,debt_consolidation,10+,0
35,60267.52,12230.7,10.28,36,16.08,0,8.9,RENT,debt_consolidation,1-3,0
42,85820.58,25118.24,6.35,36,42.05,0,5.8,MORTGAGE,credit_card,3-5,0
68,65228.41,3424.44,13.93,60,16.62,1,6.0,OWN,debt_consolidation,10+,0
69,76528.15,19533.47,11.35,36,17.2,0,1.9,RENT,debt_consolidation,1-3,0
28,65584.83,24771.78,9.38,36,11.69,0,9.0,MORTGAGE,credit_card,10+,0
64,87375.69,15625.83,10.96,36,22.09,1,10.7,MORTGAGE,debt_consolidation,10+,0
25,61118.79,19402.1,16.51,60,24.7,1,7.7,MORTGAGE,debt_consolidation,5-10,0
57,69922.41,29087.22,7.98,36,13.14,0,4.5,RENT,other,1-3,0
62,67326.66,30587.41,8.63,60,31.89,0,8.3,OWN,credit_card,5-10,0
64,54234.29,14504.26,17.01,36,24.71,0,13.4,RENT,major_purchase,1-3,1
31,68099.65,10740.98,12.3,36,30.52,1,11.6,OWN,debt_consolidation,1-3,1
64,104687.72,7640.16,14.68,36,18.72,0,7.9,RENT,credit_card,0-1,1
26,54592.06,22815.71,13.61,36,24.43,0,16.2,MORTGAGE,debt_consolidation,0-1,0
46,68389.3,4025.8,11.86,60,19.87,0,18.8,MORTGAGE,credit_card,10+,0
44,85155.58,12979.41,10.61,36,36.58,1,6.1,RENT,small_business,5-10,0
36,82805.07,15821.52,15.33,36,23.16,1,7.0,OTHER,small_business,1-3,0
22,60234.33,10975.98,16.65,36,22.09,0,10.8,MORTGAGE,credit_card,3-5,0
58,15000.0,17238.56,16.34,36,17.42,0,4.3,RENT,debt_consolidation,3-5,0
37,70334.06,35516.11,7.26,36,16.84,0,11.4,MORTGAGE,major_purchase,1-3,0
53,15610.51,14027.21,17.22,36,24.38,0,8.4,MORTGAGE,home_improvement,1-3,0
41,89398.74,11516.75,10.57,60,30.2,0,9.5,OWN,credit_card,3-5,0
39,63389.48,23122.65,8.98,36,15.15,0,5.7,RENT,credit_card,5-10,0
64,79993.48,16916.67,11.32,36,23.27,0,4.8,RENT,credit_card,1-3,1
25,41957.78,26514.69,15.32,60,23.84,1,0.5,RENT,debt_consolidation,10+,1
57,28949.85,16317.5,14.16,36,25.58,0,13.9,MORTGAGE,credit_card,3-5,0
57,65215.09,13012.61,10.98,60,4.93,3,11.8,RENT,debt_consolidation,3-5,0
39,59327.93,1000.0,15.35,60,12.75,0,10.7,OWN,credit_card,1-3,0
33,50169.18,2042.12,12.56,60,8.34,0,9.4,MORTGAGE,credit_card,3-5,0
21,61693.23,1000.0,9.71,60,22.33,0,0.5,OTHER,credit_card,1-3,0
66,115348.72,18034.71,9.17,60,12.99,0,5.0,MORTGAGE,debt_consolidation,1-3,0
67,76690.51,4102.0,13.64,36,17.04,0,7.0,MORTGAGE,home_improvement,10+,0
32,80989.97,25044.62,11.67,60,10.06,1,3.7,MORTGAGE,credit_card,3-5,0
22,76878.74,15241.97,6.5,36,17.97,0,1.2,MORTGAGE,debt_consolidation,0-1,0
27,89589.24,13046.5,15.39,36,10.76,1,4.1,OWN,credit_card,1-3,0
24,56198.57,8249.16,10.08,60,29.58,0,8.2,RENT,debt_consolidation,1-3,0
61,18904.77,19978.07,18.37,60,26.79,1,8.2,RENT,credit_card,10+,0
64,56228.28,8564.02,6.39,60,23.5,0,11.6,OWN,credit_card,1-3,1
28,76234.71,7116.98,11.28,36,18.98,1,16.3,RENT,credit_card,3-5,0
57,40603.99,24506.8,9.2,60,1.62,0,10.7,RENT,debt_consolidation,5-10,0
29,56472.68,17836.97,8.1,36,17.42,1,7.3,RENT,debt_consolidation,1-3,1
38,46164.61,13120.56,10.05,60,14.39,0,15.2,MORTGAGE,credit_card,3-5,0
50,90040.59,20131.46,19.08,60,24.47,0,1.7,RENT,debt_consolidation,5-10,0
56,74989.14,15071.45,12.57,36,28.2,0,0.5,RENT,other,10+,1
63,73030.81,18064.11,8.83,60,25.25,0,4.5,MORTGAGE,credit_card,5-10,0
23,72432.03,8465.22,5.0,36,34.63,0,11.2,RENT,home_improvement,0-1,0
30,59255.01,31563.19,5.11,36,16.32,1,8.7,OWN,debt_consolidation,1-3,0
34,63951.13,10363.04,9.85,60,15.9,0,3.5,RENT,other,1-3,0
36,36296.31,27448.13,9.47,60,32.38,0,5.1,MORTGAGE,credit_card,3-5,0
69,16271.16,13489.05,11.1,36,23.66,0,3.0,MORTGAGE,credit_card,10+,0
59,63001.62,21456.78,5.0,36,19.53,0,3.0,RENT,home_improvement,0-1,0
36,66479.81,20873.79,11.63,36,40.47,0,14.2,MORTGAGE,debt_consolidation,1-3,0
68,84185.29,24174.81,16.11,36,27.78,0,7.4,MORTGAGE,other,3-5,1
45,91426.72,8275.01,18.49,36,20.09,0,15.1,MORTGAGE,debt_consolidation,0-1,0
45,91399.97,23605.08,5.0,36,15.14,0,4.4,MORTGAGE,small_business,3-5,0
42,40039.53,29771.52,8.79,36,35.27,0,10.0,MORTGAGE,other,0-1,0
28,52954.7,12930.46,8.58,60,24.07,0,8.9,RENT,credit_card,5-10,0
66,69606.69,15277.65,12.58,36,22.25,0,11.5,RENT,small_business,1-3,1
21,110638.09,10812.43,7.12,60,28.76,0,9.0,RENT,debt_consolidation,3-5,0
29,89601.98,12228.51,18.73,60,30.8,0,11.9,OWN,home_improvement,3-5,0
32,82387.94,28691.38,12.17,36,27.5,1,10.2,MORTGAGE,credit_card,1-3,0
34,52244.24,6966.12,11.51,60,30.84,0,3.6,RENT,credit_card,1-3,1
27,42336.01,7463.05,18.37,36,26.51,0,10.9,OWN,credit_card,3-5,0
21,75778.16,27887.21,11.94,36,27.55,0,7.6,OTHER,credit_card,5-10,1
54,37986.77,19996.39,13.6,60,14.68,0,4.9,RENT,home_improvement,3-5,0
68,55231.27,31962.96,9.0,36,40.1,0,10.8,RENT,debt_consolidation,3-5,1
26,57704.44,11396.49,6.52,36,9.66,0,11.7,RENT,credit_card,3-5,0
35,91858.24,16010.25,9.56,60,25.09,0,6.1,RENT,debt_consolidation,3-5,0
45,52906.05,9714.58,20.75,36,8.63,0,6.6,OWN,home_improvement,5-10,0
66,15000.0,16146.41,14.53,60,21.02,1,2.5,OWN,debt_consolidation,0-1,0
55,70088.89,1000.0,13.1,60,16.29,0,0.8,MORTGAGE,credit_card,3-5,1
58,46019.56,20479.64,8.09,36,23.36,1,7.0,RENT,other,10+,1
49,60852.62,17587.79,15.65,60,25.42,0,11.2,MORTGAGE,other,3-5,1
41,58265.91,14539.56,6.57,36,12.44,0,5.7,RENT,credit_card,3-5,0
30,54525.92,11877.09,5.73,36,21.71,1,13.7,OWN,debt_consolidation,5-10,0
63,75806.81,7841.97,9.76,60,35.94,1,7.2,RENT,credit_card,3-5,0
60,29342.7,20821.7,19.82,36,8.88,0,7.2,MORTGAGE,credit_card,3-5,0
22,49659.72,5631.28,19.59,60,13.46,0,6.8,MORTGAGE,debt_consolidation,1-3,1
56,73680.76,19095.17,10.2,36,30.61,0,11.9,RENT,other,1-3,0
25,47718.3,31595.61,9.3,36,22.78,0,4.2,MORTGAGE,debt_consolidation,0-1,0
57,27823.87,26884.17,5.44,60,23.51,0,7.5,OWN,credit_card,5-10,0
61,73371.11,2958.98,12.31,60,32.22,0,5.8,MORTGAGE,credit_card,3-5,0
27,82461.89,10706.1,12.65,36,14.06,0,5.8,OTHER,small_business,10+,0
42,59100.1,18371.61,15.16,60,16.81,1,8.1,RENT,major_purchase,1-3,1
27,20783.09,14437.74,15.64,36,15.57,0,7.5,OWN,debt_consolidation,1-3,0
48,74119.39,3804.75,11.21,36,18.52,0,12.2,RENT,home_improvement,5-10,1
66,26802.24,18082.53,14.22,60,35.4,0,8.0,MORTGAGE,small_business,0-1,0
24,66175.99,14919.86,9.2,60,4.99,0,10.2,RENT,home_improvement,3-5,0
40,42250.72,30314.6,14.15,36,10.06,0,8.7,OWN,debt_consolidation,1-3,0
68,36803.21,12974.17,9.97,60,8.34,0,13.6,MORTGAGE,credit_card,1-3,0
35,51161.8,24344.03,13.84,36,36.02,0,6.8,RENT,small_business,3-5,1
27,56334.05,4863.29,13.51,60,15.86,0,6.8,MORTGAGE,debt_consolidation,3-5,0
44,47115.83,6775.93,12.28,60,18.73,0,11.0,RENT,credit_card,1-3,0
45,71774.07,20773.3,15.18,36,5.85,0,6.7,MORTGAGE,home_improvement,1-3,0
53,51078.61,23669.85,5.72,36,19.38,0,10.0,MORTGAGE,home_improvement,1-3,0
36,79603.82,7340.86,7.74,60,30.67,0,17.4,RENT,debt_consolidation,1-3,0
67,65623.46,15192.62,10.92,60,24.53,0,4.1,RENT,debt_consolidation,10+,0
46,46048.86,3947.37,6.23,36,20.92,0,14.1,OWN,credit_card,5-10,1
35,42681.2,13550.24,10.37,36,6.35,0,6.0,MORTGAGE,debt_consolidation,0-1,0
68,27050.07,21695.38,10.5,36,18.72,0,13.4,RENT,debt_consolidation,1-3,1
66,65814.66,11520.33,17.24,60,23.47,1,10.7,MORTGAGE,credit_card,1-3,0
45,52908.25,13007.72,12.57,60,12.08,1,10.4,MORTGAGE,debt_consolidation,1-3,0
22,15000.0,5961.64,16.12,60,28.55,1,7.4,MORTGAGE,credit_card,10+,0
50,49285.7,9813.13,13.21,36,30.85,0,7.0,RENT,other,1-3,1
48,41979.32,29064.89,9.86,60,16.71,0,5.1,OWN,credit_card,10+,0
28,91513.55,15583.4,12.53,36,29.26,0,8.0,RENT,debt_consolidation,10+,0
52,25944.43,6981.54,14.92,36,20.9,0,7.3,RENT,debt_consolidation,5-10,0
62,31172.98,12481.82,16.77,36,33.47,1,8.8,RENT,credit_card,3-5,0
26,82199.39,2220.58,11.47,36,42.34,0,2.4,RENT,credit_card,1-3,0
56,87135.26,6886.72,5.41,36,11.06,0,8.1,MORTGAGE,small_business,5-10,0
27,45100.34,25882.72,5.13,36,29.69,0,13.1,RENT,home_improvement,5-10,1
57,47358.28,13860.14,10.69,36,35.05,0,11.8,RENT,credit_card,3-5,0
41,72324.71,30125.84,5.0,60,12.29,0,8.1,OWN,credit_card,0-1,0
21,15000.0,14237.22,19.18,36,16.25,0,18.2,MORTGAGE,credit_card,1-3,0
68,22776.13,14712.17,14.39,36,16.14,0,5.7,MORTGAGE,debt_consolidation,0-1,0
29,54385.33,20127.15,9.46,36,20.67,0,7.7,MORTGAGE,credit_card,1-3,0
50,90997.81,1000.0,7.56,36,18.44,0,2.2,RENT,debt_consolidation,3-5,0
29,51285.4,16639.51,16.11,36,20.02,0,6.4,MORTGAGE,credit_card,10+,1
66,62018.74,14608.11,7.55,60,30.38,0,15.2,MORTGAGE,credit_card,5-10,0
57,82675.79,26888.31,7.93,36,3.04,0,6.5,RENT,small_business,3-5,0
60,102137.69,22717.44,8.94,36,12.26,0,1.9,RENT,debt_consolidation,5-10,0
42,48463.03,5930.47,12.46,60,28.7,1,11.5,MORTGAGE,other,5-10,1
43,59663.27,24937.11,14.48,36,27.53,0,9.6,RENT,credit_card,3-5,1
52,96441.1,12901.48,16.77,60,11.41,0,11.3,RENT,major_purchase,5-10,0
59,29556.01,7764.37,16.18,36,27.6,0,6.8,RENT,home_improvement,1-3,0
62,80551.62,16576.83,12.0,60,35.27,0,4.0,MORTGAGE,small_business,10+,0
21,39633.69,13377.85,16.08,36,21.51,1,7.3,OWN,home_improvement,0-1,0
53,62049.45,27307.72,9.32,36,11.92,1,10.2,MORTGAGE,debt_consolidation,5-10,0
26,55147.62,17724.98,5.0,60,30.75,2,7.7,MORTGAGE,credit_card,3-5,0
35,40839.77,16645.27,9.32,36,39.23,0,9.6,MORTGAGE,other,3-5,0
61,40337.96,22205.18,8.77,60,13.14,0,5.9,RENT,credit_card,3-5,0
33,65528.29,23742.97,9.47,36,22.39,0,9.7,RENT,small_business,0-1,0
60,79910.79,21268.84,8.16,36,32.9,0,8.0,MORTGAGE,small_business,5-10,0
43,57405.28,26355.71,10.16,60,23.15,0,5.2,OTHER,debt_consolidation,1-3,1
32,61402.26,19869.46,14.48,60,4.53,1,8.6,MORTGAGE,small_business,3-5,0
37,71423.48,16341.21,18.86,36,26.43,1,6.5,MORTGAGE,credit_card,10+,0
47,40567.62,24913.38,5.1,36,12.21,0,10.5,MORTGAGE,debt_consolidation,3-5,0
58,74793.85,14272.83,6.85,60,9.29,1,11.5,OWN,home_improvement,10+,0
50,76386.86,15265.97,8.83,60,4.72,0,10.0,OWN,small_business,1-3,0
66,112072.53,28772.62,15.06,60,33.9,1,1.5,OWN,credit_card,1-3,0
63,52477.92,27975.39,11.18,60,13.65,0,4.1,RENT,debt_consolidation,1-3,0
57,50838.36,14934.59,9.1,36,25.33,0,5.5,RENT,home_improvement,10+,0
50,75379.32,11371.59,14.87,60,27.79,0,4.8,RENT,major_purchase,5-10,0
35,76382.08,26705.39,15.83,36,23.62,2,5.8,RENT,home_improvement,5-10,0
41,49298.26,21403.35,11.92,36,24.97,0,11.7,RENT,credit_card,3-5,0
26,51936.75,17524.65,8.74,60,25.81,1,10.8,MORTGAGE,credit_card,1-3,0
39,70822.62,12425.02,13.08,60,23.38,0,6.3,MORTGAGE,credit_card,1-3,0
66,43448.32,17653.57,11.07,36,14.4,1,10.4,MORTGAGE,debt_consolidation,3-5,0
41,51789.32,14826.33,11.04,60,13.51,0,9.3,MORTGAGE,small_business,0-1,0
26,61791.86,9685.29,9.95,36,20.95,0,7.9,OWN,debt_consolidation,5-10,0
52,79918.77,16032.34,15.7,36,20.74,0,12.6,OWN,credit_card,10+,0
68,47908.03,17123.39,13.0,60,26.29,0,5.4,OWN,small_business,1-3,0
63,23152.31,11996.84,16.14,60,33.02,0,8.2,RENT,credit_card,5-10,0
34,21668.05,22230.61,17.35,36,25.44,0,3.8,MORTGAGE,major_purchase,3-5,0
43,34811.74,25310.66,13.84,36,13.89,1,4.0,MORTGAGE,debt_consolidation,0-1,0
47,33736.65,22759.18,9.97,36,0.19,0,2.6,RENT,credit_card,1-3,0
33,56907.78,12790.01,16.16,36,14.31,0,4.1,MORTGAGE,home_improvement,3-5,0
34,36222.4,21046.57,13.86,60,8.56,0,8.3,RENT,small_business,5-10,0
32,45944.9,15623.69,22.41,36,14.7,0,6.8,OWN,home_improvement,3-5,1
69,44518.28,5114.03,13.24,60,24.42,0,6.9,MORTGAGE,debt_consolidation,1-3,1
57,51189.84,20381.84,14.79,36,22.84,1,6.8,MORTGAGE,debt_consolidation,0-1,0
62,86450.09,16169.05,13.16,36,40.58,0,15.1,MORTGAGE,small_business,5-10,1
61,73238.95,35748.38,11.6,36,26.83,2,3.5,MORTGAGE,credit_card,1-3,0
67,60322.59,26658.17,10.96,60,41.09,0,3.0,RENT,debt_consolidation,5-10,0
26,50779.47,20689.2,13.18,60,29.15,0,4.6,MORTGAGE,credit_card,1-3,0
64,51335.35,16993.36,14.08,36,32.86,0,7.7,MORTGAGE,debt_consolidation,5-10,0
24,66554.93,16309.78,16.62,36,18.41,1,10.1,RENT,debt_consolidation,1-3,0
44,71683.38,6970.48,13.24,36,11.25,0,10.5,RENT,other,0-1,1
50,41847.65,1088.1,10.15,36,17.51,0,11.8,OTHER,credit_card,3-5,0
38,60729.62,8019.53,10.69,36,21.88,0,7.6,RENT,debt_consolidation,5-10,0
28,19367.61,14618.26,6.71,60,15.72,0,6.4,MORTGAGE,small_business,10+,0
30,64234.28,1000.0,18.64,36,11.99,0,14.5,RENT,other,10+,0
61,75242.98,10645.43,9.84,60,26.17,1,0.5,RENT,small_business,3-5,0
36,54398.63,13019.1,15.87,60,11.95,1,8.3,MORTGAGE,major_purchase,3-5,1
36,96330.54,13276.59,13.11,36,6.67,0,9.7,MORTGAGE,other,3-5,0
66,42375.23,9706.21,13.21,36,10.78,1,15.5,OWN,debt_consolidation,3-5,0
28,64348.81,12267.89,11.53,60,19.66,0,1.4,RENT,small_business,0-1,0
65,59283.51,28791.15,8.85,36,12.09,2,6.3,OWN,credit_card,5-10,0
66,57994.05,20297.16,8.13,36,19.72,0,2.6,MORTGAGE,debt_consolidation,10+,0
50,57713.56,10517.59,18.91,60,28.0,0,0.8,RENT,debt_consolidation,1-3,0
29,62142.1,14453.22,12.46,36,27.74,0,7.2,OWN,debt_consolidation,1-3,0
28,76959.17,14773.49,16.5,60,15.39,0,11.3,RENT,major_purchase,0-1,0
34,87554.72,8856.36,17.54,36,8.96,0,12.8,RENT,small_business,3-5,0
49,59955.0,8846.96,10.36,36,16.24,1,5.9,RENT,debt_consolidation,3-5,1
28,76306.32,23084.19,13.69,36,28.56,0,10.7,RENT,small_business,1-3,0
43,45964.66,11641.72,12.18,36,30.89,1,7.2,MORTGAGE,major_purchase,3-5,0
26,75319.11,6242.43,7.37,36,25.53,0,10.2,OTHER,debt_consolidation,5-10,0
47,44760.17,14654.88,11.26,36,34.01,0,12.6,RENT,major_purchase,1-3,0
22,81813.2,15944.08,14.35,36,39.29,0,7.2,RENT,debt_consolidation,5-10,0
55,104212.82,1000.0,10.0,36,17.17,0,12.3,MORTGAGE,debt_consolidation,5-10,0
23,57558.32,14674.03,10.7,60,36.87,0,3.1,RENT,credit_card,3-5,0
30,16149.13,21943.84,11.31,36,19.39,0,10.6,RENT,other,1-3,0
29,49038.54,18609.84,20.45,36,32.2,1,12.1,MORTGAGE,debt_consolidation,10+,0
61,84637.5,32838.36,5.0,36,29.09,0,11.7,RENT,debt_consolidation,1-3,1
23,71061.54,25008.88,14.01,36,2.23,0,3.3,OWN,credit_card,0-1,0
42,64978.27,26591.47,10.99,36,12.34,0,7.2,MORTGAGE,major_purchase,1-3,0
49,80173.37,37400.69,9.44,36,9.79,3,9.2,MORTGAGE,other,10+,1
46,69689.07,21065.25,10.89,36,4.18,0,9.8,MORTGAGE,credit_card,1-3,0
54,84354.5,16304.56,14.67,60,30.79,0,8.5,RENT,small_business,3-5,0
60,78388.47,22789.92,14.9,60,42.69,0,13.7,RENT,home_improvement,5-10,0
40,90434.01,10526.11,12.74,36,19.42,0,2.8,MORTGAGE,debt_consolidation,3-5,0
61,67175.92,15861.49,16.37,60,30.54,0,7.0,MORTGAGE,credit_card,5-10,0
36,78105.19,9818.18,17.08,60,36.85,0,1.2,MORTGAGE,debt_consolidation,1-3,0
69,53857.46,18183.88,15.27,60,24.08,0,10.5,RENT,home_improvement,5-10,1
45,47970.78,9784.73,9.82,36,21.75,1,10.2,MORTGAGE,debt_consolidation,0-1,0
57,94135.35,9504.57,13.98,36,19.54,1,21.4,RENT,debt_consolidation,1-3,0
63,64324.09,18307.79,14.0,36,27.38,0,12.1,MORTGAGE,other,1-3,0
59,76097.61,13898.31,8.74,36,30.75,0,9.3,MORTGAGE,other,3-5,0
62,62474.8,1000.0,5.72,60,26.62,0,9.0,OWN,credit_card,1-3,0
47,48269.69,3355.54,5.0,36,26.27,0,6.7,OWN,major_purchase,3-5,1
23,60219.66,5821.87,12.28,36,21.49,0,8.5,MORTGAGE,other,1-3,0
45,88719.88,7936.22,13.19,36,6.07,1,9.1,MORTGAGE,debt_consolidation,3-5,0
29,71104.8,18315.39,7.27,36,30.98,0,0.5,RENT,home_improvement,0-1,0
64,25770.54,16751.51,16.18,36,9.15,0,8.8,RENT,debt_consolidation,3-5,0
32,55695.11,23522.23,12.61,36,28.19,0,8.4,MORTGAGE,major_purchase,5-10,0
32,95645.88,21022.41,17.4,36,29.56,0,15.0,RENT,debt_consolidation,1-3,0
33,55724.06,23575.22,13.48,36,10.6,0,7.5,RENT,major_purchase,5-10,1
52,23990.43,19867.17,7.73,36,15.92,1,4.9,RENT,debt_consolidation,3-5,0
48,97860.98,16677.43,13.83,60,43.21,0,9.1,RENT,credit_card,1-3,0
67,73647.85,23794.81,14.68,60,21.21,0,8.3,OWN,major_purchase,1-3,0
41,58599.74,22355.3,9.81,36,9.8,0,7.5,MORTGAGE,debt_consolidation,1-3,0
34,52571.65,18008.76,6.23,36,30.01,0,2.9,MORTGAGE,other,5-10,0
23,81647.04,25168.57,12.4,60,14.27,0,7.4,OWN,debt_consolidation,1-3,0
21,49160.33,1000.0,8.0,60,2.79,0,5.7,RENT,credit_card,10+,0
39,82965.13,12676.29,16.48,36,27.2,0,7.1,MORTGAGE,major_purchase,5-10,0
66,70843.91,12553.68,10.37,36,12.83,0,10.9,OWN,debt_consolidation,3-5,0
46,64893.64,24221.46,18.9,60,25.21,0,5.3,MORTGAGE,home_improvement,10+,0
64,62910.3,27571.16,5.0,36,13.87,0,7.1,OWN,credit_card,1-3,0
25,56500.64,3398.57,12.54,60,29.07,0,10.2,MORTGAGE,credit_card,5-10,0
25,80912.8,26289.34,17.72,36,23.83,2,6.9,RENT,home_improvement,1-3,0
61,42693.14,5628.44,8.44,36,0.0,0,18.4,MORTGAGE,credit_card,3-5,0
26,27561.5,5870.28,11.36,60,25.82,0,9.0,MORTGAGE,debt_consolidation,0-1,1
23,72288.8,13125.71,10.39,60,19.1,1,3.0,RENT,debt_consolidation,10+,0
40,72624.77,12454.35,9.26,36,36.17,0,4.6,MORTGAGE,other,1-3,0
66,69604.82,2532.66,12.98,60,25.95,0,4.2,RENT,credit_card,3-5,0
54,68154.57,20199.02,6.82,60,29.56,0,4.7,RENT,debt_consolidation,10+,0
25,53589.19,20435.22,11.56,36,14.89,0,10.1,MORTGAGE,debt_consolidation,0-1,0
62,75749.65,23432.33,14.06,60,14.1,0,3.6,MORTGAGE,major_purchase,10+,0
62,59088.84,11532.36,11.14,36,21.74,0,6.7,RENT,credit_card,3-5,1
60,50257.73,14683.34,8.0,36,18.39,0,12.6,RENT,debt_consolidation,5-10,0
65,53762.17,14756.58,16.12,60,35.38,0,5.9,RENT,small_business,3-5,0
32,100412.79,28503.96,14.92,36,20.47,1,10.7,RENT,other,5-10,0
68,25300.48,1000.0,7.84,60,9.75,0,1.3,OWN,small_business,10+,0
36,69995.76,7344.45,6.82,36,13.72,0,6.5,RENT,credit_card,3-5,1
60,26417.79,15044.33,8.19,36,31.65,0,4.5,OWN,credit_card,5-10,0
49,57835.33,6315.44,14.18,36,20.33,0,9.2,MORTGAGE,debt_consolidation,10+,0
59,51327.45,12933.44,13.1,60,19.79,0,3.9,MORTGAGE,credit_card,5-10,0
51,18299.43,13991.4,15.16,60,32.6,0,16.3,MORTGAGE,home_improvement,10+,0
52,67780.75,9738.51,10.7,36,12.85,0,1.4,RENT,debt_consolidation,5-10,0
51,52399.24,15515.75,8.3,36,0.0,0,12.5,RENT,credit_card,1-3,0
59,18015.87,20025.19,15.68,36,13.47,0,11.5,RENT,credit_card,5-10,0
57,76791.36,13109.87,9.79,36,24.42,0,9.2,RENT,major_purchase,5-10,0
27,88700.12,11374.44,12.75,60,19.5,0,8.2,OWN,debt_consolidation,0-1,0
61,89802.49,13673.88,5.8,60,6.4,0,15.4,RENT,small_business,1-3,0
47,67179.13,14940.51,9.72,36,32.16,1,17.9,MORTGAGE,credit_card,1-3,0
36,60921.16,1077.44,16.04,36,23.63,0,7.2,MORTGAGE,credit_card,5-10,0
46,86563.13,18692.43,9.13,60,25.89,1,8.6,RENT,other,5-10,1
68,93647.67,11391.99,15.26,36,26.2,0,5.8,RENT,debt_consolidation,5-10,0
63,82671.37,25092.28,5.0,36,9.01,0,3.3,MORTGAGE,small_business,0-1,0
61,41169.25,19728.43,9.76,60,25.03,1,9.9,MORTGAGE,major_purchase,0-1,0
43,64026.9,24360.53,11.31,36,31.07,1,9.0,RENT,other,1-3,0
59,68790.32,6911.97,18.97,36,33.4,1,1.6,MORTGAGE,credit_card,5-10,0
39,23807.66,12028.91,7.32,36,29.21,0,9.8,RENT,debt_consolidation,10+,0
54,69387.21,5060.33,14.68,60,27.13,0,9.1,MORTGAGE,debt_consolidation,10+,0
